full_name,html_url,stars,forks,created_at,pushed_at,license,pkgName,version,source,files.libIndex,files.libClient,files.cordisPatch,files.readme,files.readmeZh,eval.hasClientExport,eval.mainIsLib,eval.dshPlatform,metrics.active30,metrics.ageGate1,metrics.hasZhDocs,npm.published,npm.latest,topics,description
Solismuchengxue/dsh_plugin_swift_cycle,https://github.com/Solismuchengxue/dsh_plugin_swift_cycle,16,0,2026-08-15T12:08:47Z,2026-08-31T07:19:48Z,MIT,dsh-plugin-swift-cycle,0.1.4,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.4,agent-skills|deepseek-harness|dsh|dsh-plugin|project-governance|swift-cycle,"Swift Cycle governance skill adapter for DeepSeek Harness; user-invoked, version-pinned, and offline-verifiable."
klarkxy/zhihu-search,https://github.com/klarkxy/zhihu-search,16,0,2026-06-17T17:36:43Z,2026-08-27T07:29:29Z,NOASSERTION,dsh-plugin-zhihu-search,2.0.0,topic:dsh-plugin,false,false,false,true,false,false,false,,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|mcp|zhihu,知乎开放平台接口，官方Zhihu Cli开源平替。
2672243194/dsh-read-url,https://github.com/2672243194/dsh-read-url,16,0,2026-08-15T11:54:33Z,2026-09-02T17:02:47Z,MIT,dsh-read-url,1.7.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,1.7.0,ai|ai-agent|ai-agents|ai-coding|ai-tools|deepseek-harness|dsh-plugin|dsh-plugins|llm|markdown|readability|url-reader|web-extraction|web-scraping,"DeepSeek Harness URL reader: fetch any page and return clean main-content text/Markdown. Auto charset (GBK/GB2312/UTF-8/Big5), token-efficient (6000-char cap, cache, offset), zero deps, no API key. 网页一键读全文 → 干净正文 / 结构化 Markdown"
ai-shushu/dsh-quota-meter,https://github.com/ai-shushu/dsh-quota-meter,16,0,2026-08-16T12:30:31Z,2026-08-29T08:38:44Z,,quota-meter-shushu,0.6.0,topic:dsh-plugin,false,true,true,true,false,false,false,web,true,true,true,false,,dsh-plugin|dsh-plugin-market|dsh-plugins,"Per-session quota meter for DSH: real-token billing, live progress bar, budget blocking, configurable multi-model pricing. 会话额度监控：真实记账、进度条、额度拦截、价目可配。"
wx-yss/dsh-message-rail,https://github.com/wx-yss/dsh-message-rail,16,1,2026-08-15T10:44:04Z,2026-09-04T12:53:21Z,MIT,dsh-message-rail,0.1.9,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,true,0.1.7,dsh-plugin,Codex 风格左侧消息导航轨道：等距刻度 + 悬停预览 + 点击跳转用户消息 · DSH Web 插件
HR2AY/DSH-Plan-Graph,https://github.com/HR2AY/DSH-Plan-Graph,16,1,2026-08-14T16:21:07Z,2026-08-16T06:00:50Z,MIT,dsh-plan-graph,0.3.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,false,,deepseek-harness|dsh-plugin|thread|trajectory|visualization,another version of deepseek herness trajectory (DIY)
cyijun/dsh-surfing-plugin,https://github.com/cyijun/dsh-surfing-plugin,16,0,2026-08-14T09:40:25Z,2026-08-14T09:42:47Z,MIT,dsh-surfing-plugin,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|web-fetch|web-search|webfetch|websearch,SearXNG search and Crawl4AI fetch providers for DeepSeek Harness
sliverp/dsh-hub-plugin,https://github.com/sliverp/dsh-hub-plugin,16,1,2026-08-16T14:30:20Z,2026-08-16T14:51:25Z,,dsh-hub,0.2.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,true,0.0.1,deepseek-harness|dsh-plugin,Native DSH Hub marketplace plugin for DeepSeek Harness
PerryLink/dsh-checkpoint-rewind,https://github.com/PerryLink/dsh-checkpoint-rewind,16,2,2026-08-13T20:35:27Z,2026-09-04T14:02:27Z,Apache-2.0,dsh-checkpoint-rewind,0.6.5,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,true,true,0.6.5,checkpoint|config-restore|cordis-plugin|deepseek-harness|dsh|dsh-plugin|rewind|session-fork|session-replay|snapshot|undo|workspace-safety,"Claude Code /rewind for DeepSeek Harness — git-first workspace snapshots before every mutation, turn-boundary session forks, one-shot /rewind restore. A dsh-plugin capability seam."
chenw2759-wq/dsh-plugin-healthcheck,https://github.com/chenw2759-wq/dsh-plugin-healthcheck,16,1,2026-08-14T05:33:27Z,2026-08-15T12:15:59Z,MIT,dsh-plugin-healthcheck,0.1.0,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,false,,dsh|dsh-plugin|dsh-plugins|dsharpplus,害怕插件装了就崩溃？用这个插件帮你检测插件是否正常/是否含木马！
Thanksgiver233/comm-protocol-hub,https://github.com/Thanksgiver233/comm-protocol-hub,16,1,2026-08-14T09:27:04Z,2026-08-14T09:29:01Z,MIT,dsh-comm-protocol-hub,1.0.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,true,false,,dsh|dsh-bundle|dsh-plugin|dsh-plugin-market|dsh-plugin-verify|dsh-plugins|dsh-skill|dsharpplus,将分散在 3GPP Release 15~18 的 70+ 条通信协议规范，按 TN/NTN/全息/近远场/混合/安全等 8 个维度结构化整理，为通信工程师和 AI 助手提供一键式协议查询能力。通过三个 DSH 工具（关键词搜索、分类浏览、单条详情），取代人工翻阅数百页 PDF 的繁琐过程，让大模型在通信领域回答更准确、有据可查。本项目填补了通信工程专业知识在 AI 助手中的空白，是首个面向通信领域的 DSH 协议知识库插件。
lusblead/dsh-Kingdom,https://github.com/lusblead/dsh-Kingdom,16,0,2026-08-17T09:13:14Z,2026-08-28T14:18:08Z,AGPL-3.0,dsh-kingdom,1.0.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,true,true,1.0.0,deepseek-harness|dsh-plugin|governance|multi-agent,在 DSH 中建立属于你的 Agent 王国——让 Agent 拥有角色、权限、领地与治理秩序，并通过事实验证机制与权威账本，让每一次执行、声明与裁决都可核验、可追溯。
jyh20030112/dsh-visual-plugin,https://github.com/jyh20030112/dsh-visual-plugin,16,2,2026-08-14T03:42:02Z,2026-09-02T09:21:45Z,MIT,dsh-visual-plugin,0.3.2,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.3.2,deepseek|deepseek-harness|dsh-plugin|image-description|llm|multimodal|openai-compatible|typescript|vision,Dsh-visual-plugin.Give your text-only model eyes: forward user images to any OpenAI-compatible vision model and see the results in a Web UI right panel
WeiyangPro/dsh-deepseek-usage-panel,https://github.com/WeiyangPro/dsh-deepseek-usage-panel,16,1,2026-09-03T08:00:55Z,2026-09-04T08:41:00Z,MIT,dsh-deepseek-usage-panel,0.2.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.2.1,deepseek|deepseek-harness|dsh-plugin|dsh-plugins,一个用于DeepSeek Harness（DSH）的用量监测面板（目前仅支持DeepSeek官方模型）
starslittle/dsh-queue-plus,https://github.com/starslittle/dsh-queue-plus,16,0,2026-08-14T19:00:41Z,2026-08-16T07:01:19Z,MIT,dsh-queue-plus,0.3.0,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.3.0,deepseek|deepseek-harness|dsh-plugin|prompt-queue,DSH 排队消息增强面板：编辑、删除、插话、排序与批量删除功能
HuanLinOTO/dsh-plugin-yet-another-subagent,https://github.com/HuanLinOTO/dsh-plugin-yet-another-subagent,16,0,2026-08-09T17:20:11Z,2026-09-03T12:47:00Z,NOASSERTION,@huanlin/dsh-plugin-yet-another-subagent,0.1.6,topic:dsh-plugin,true,true,true,true,false,true,false,web,true,true,false,false,,dsh-plugin,"可配置子代理 profile 系统，单一 subagent 工具 + profile 参数，含 Web UI 设置/实时进度/子代理树 | Configurable subagent profile system: single subagent tool + profile param, with Web UI settings/real-time progress/subagent tree"
caoyiwei850/dsh-ssh-ops,https://github.com/caoyiwei850/dsh-ssh-ops,16,3,2026-08-15T14:38:20Z,2026-09-02T15:32:32Z,MIT,dsh-ssh-ops,0.2.20,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.2.20,dsh-plugin,DeepSeek Harness SSH 运维插件：主对话驱动 SSH，带高危命令保护与右侧终端。
Z-6354/dsh-mobile-hanui,https://github.com/Z-6354/dsh-mobile-hanui,16,2,2026-08-15T14:33:50Z,2026-08-18T12:54:21Z,MIT,dsh-mobile-hanui,0.2.5,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.2.5,cordis-plugin|deepseek-harness|dsh|dsh-plugin|mobile-ui,基于deepseek-harness（dsh）的手机网页优化插件，修复了部分网页与手机端不适配的问题；
mudden2380078550-creator/write-chinese-long-screenplay,https://github.com/mudden2380078550-creator/write-chinese-long-screenplay,16,3,2026-07-29T14:04:46Z,2026-08-23T05:57:51Z,GPL-3.0,write-chinese-long-screenplay,0.3.1,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,true,false,,agent-skills|ai-writing|claude-code|codex|deepseek-harness|dsh|dsh-plugin|screenwriting,中文电影与剧集长剧本写作 skill
CocoSgt/dsh-skills,https://github.com/CocoSgt/dsh-skills,16,2,2026-08-14T01:43:23Z,2026-08-14T14:13:49Z,NOASSERTION,dsh-skills,0.1.1,topic:dsh-plugin,false,true,true,true,true,false,false,web,true,true,true,true,0.1.1,ai-agent|claude-skills|coding-agent|cordis|deepseek|deepseek-ai|deepseek-harness|dsh|dsh-plugin|plugin|skill-hub|skills|slash-commands,
WizisCool/dsh-ears,https://github.com/WizisCool/dsh-ears,16,4,2026-08-15T13:58:19Z,2026-09-04T18:13:28Z,MIT,dsh-ears,0.3.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.3.0,asr|deepseek-harness|dsh|dsh-plugin|speech-to-text|voice|whisper,Voice input plugin for DeepSeek Harness (DSH) with text polishing. Supports local GPU Whisper and STT(ASR) API | 一款支持润色整理的 DeepSeek Harness 语音输入插件，为 DSH 提供语音输入能力，支持本地 GPU Whisper 和主流语音识别转写 API
MichengAI/dsh-automation,https://github.com/MichengAI/dsh-automation,16,1,2026-08-16T10:18:26Z,2026-09-04T18:04:13Z,Apache-2.0,@michengai/dsh-automation,0.1.31,topic:dsh-plugin,true,true,true,true,true,true,false,web,true,true,true,false,,deepseek|deepseek-harness|dsh|dsh-plugin|dsh-plugins,DSH Automation — 在独立 DSH Session 中按计划执行和管理编码任务 · Schedule and manage coding tasks in isolated DSH sessions
null119/dsh-mcp-manage,https://github.com/null119/dsh-mcp-manage,15,2,2026-08-17T09:46:11Z,2026-08-30T14:00:22Z,MIT,dsh-mcp-manage,0.2.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,true,true,1.1.0,dsh-plugin,DSH（DeepSeek Harness）Web GUI 插件：在设置页管理 MCP 服务器——列出已安装工具，添加/编辑/删除、启用/停用；组合配置提供的 MCP 同样可在运行时直接编辑、停用、移除并恢复，无需重启宿主。
1841220388zzzcccxxx-star/dsh-git-graph,https://github.com/1841220388zzzcccxxx-star/dsh-git-graph,15,1,2026-08-14T07:37:16Z,2026-09-04T06:01:06Z,MIT,dsh-git-graph,0.13.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.1.3,deepseek|deepseek-harness|dsh|dsh-plugin|git|git-graph,Embedded git repository graph visualizer for the DeepSeek Harness Web GUI | 嵌入式 Git 仓库图谱可视化插件（提交历史图 / 分支过滤 / 文件 diff / VSCode 式未提交改动）
siweina/dsh-novel-writer,https://github.com/siweina/dsh-novel-writer,15,0,2026-08-16T11:16:49Z,2026-09-04T19:12:20Z,MIT,dsh-novel-writer,3.9.1,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,true,3.9.1,ai-writing|chinese-novel|cordis|creative-writing|deepseek-harness|dsh|dsh-plugin|dsh-plugins|fiction|llm|novel|novel-writing|plugin|text-analysis|webnovel|writing-assistant,"DSH / DeepSeek Harness 小说写作助手插件：章节库管理、句式模式分析（九类句式/情感曲线/风格指纹）、风格自检、伏笔登记、批量导入、续写辅助。Novel writing assistant plugin for DeepSeek Harness: chapter library, sentence pattern analysis, style check, plot tracking, batch import, AI-assisted novel writing. dsh-plugin novel-writing ai-writing"
jiezeng2004-design/dsh-chatgpt-bridge,https://github.com/jiezeng2004-design/dsh-chatgpt-bridge,15,0,2026-08-14T11:33:15Z,2026-08-29T13:09:55Z,MIT,dsh-chatgpt-bridge,0.5.1,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,true,0.5.1,chatgpt|deepseek|deepseek-harness|dsh|dsh-plugin|mcp|model-context-protocol,"MCP bridge that lets ChatGPT web create, view, continue, and control DeepSeek Harness (DSH) agent sessions."
Flyvhidbwo/dsh-vision-proxy,https://github.com/Flyvhidbwo/dsh-vision-proxy,15,0,2026-08-13T14:14:38Z,2026-08-26T06:31:36Z,MIT,dsh-vision-proxy,0.4.1,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,true,0.4.1,dashscope|deepseek-harness|dsh-plugin|image-understanding|multimodal|ocr|qwen|vision|vlm,DeepSeek Harness 插件：DeepSeek Pro 大脑 + 自动识图。GUI 附加图片默认经官方 deepseek-v4-flash-vision-exp 原生识图，转译成文字后交给 DeepSeek 作答（纯文本的 V4-Pro 也能看图）；支持百炼/智谱/OpenRouter 等任意 OpenAI 兼容 VLM，无 key 自动探测本地 Ollama；安装时有一问式确认
ccq1/dsh-side-panel,https://github.com/ccq1/dsh-side-panel,15,2,2026-08-07T21:40:25Z,2026-08-14T17:45:41Z,BSD-3-Clause,@dsh-external/dsh-side-panel,0.2.0,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,false,,dsh|dsh-plugin,DSH 侧边栏，集成文件浏览器、终端和 Git 审查，方便预览文件。
whitefirer/dsh-niulai-pet,https://github.com/whitefirer/dsh-niulai-pet,15,1,2026-08-18T20:32:42Z,2026-09-01T20:37:05Z,MIT,dsh-niulai-pet,0.4.13,topic:dsh-plugin,false,true,true,true,false,false,false,web,true,true,false,true,0.4.13,deepseek-harness|deeseek|desktop-pet|dsh|dsh-plugin|dsh-plugin-market|dsh-plugins,牛来桌宠：agent 任务完成它就蹦出来喊「妈～～妈～～」——dsh 纯客户端桌宠插件（6 皮肤/签名动作/合成叫声）
WNJXYK/dsh-codex-oauth,https://github.com/WNJXYK/dsh-codex-oauth,15,3,2026-08-15T11:27:31Z,2026-08-15T17:23:25Z,MIT,@wnjxyk/dsh-codex-oauth,0.4.2,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,false,,codex|deepseek-harness|deepseek-harness-plugin|deepseek-harness-plugins|dsh|dsh-plugin|dsh-plugin-verify|dsh-plugins|oauth|openai,"Use your OpenAI subscription with DeepSeek Harness to access GPT models, image generation, and web search."
Moeblack/deepseek-manners,https://github.com/Moeblack/deepseek-manners,15,0,2026-08-11T08:59:21Z,2026-08-13T13:48:49Z,,deepseek-manners,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,false,,dsh|dsh-plugin,DSH 插件：给每次消息后注入感谢语 | DSH plugin: inject a thank-you line after every message (deepseek-manners)
maxwell-feng/dsh-tinyfish-search,https://github.com/maxwell-feng/dsh-tinyfish-search,15,0,2026-08-30T13:55:16Z,2026-09-04T15:10:36Z,MIT,dsh-tinyfish-search,0.2.1,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,true,true,0.2.1,deepseek-harness|dsh|dsh-plugin|search|web-search,TinyFish-backed web search provider for DeepSeek Harness (ctx.web) — 将内置 web_search 接入 TinyFish Search API 的 DeepSeek Harness 插件
w2112515/dsh-plugin-marketplace,https://github.com/w2112515/dsh-plugin-marketplace,15,0,2026-08-15T04:15:00Z,2026-08-27T12:37:45Z,MIT,@w2112515/dsh-plugin-marketplace,0.2.5,topic:dsh-plugin,false,true,true,true,true,false,false,web,true,true,true,false,,deepseek-harness|dsh-plugin|plugin-marketplace,Out-of-tree installable plugin marketplace bundle for DeepSeek Harness
2768651338/dsh-effort-slider,https://github.com/2768651338/dsh-effort-slider,15,1,2026-08-16T09:00:23Z,2026-08-17T00:31:29Z,BSD-3-Clause,dsh-effort-slider,0.2.5,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,true,1.1.0,claude-code|deepseek-harness|dsh|dsh-plugin|effort-slider|webgl,仿 Claude Code 推理等级滑块 DSH 插件
PerryLink/dsh-claude-move,https://github.com/PerryLink/dsh-claude-move,15,2,2026-08-13T17:08:07Z,2026-09-05T02:21:30Z,Apache-2.0,dsh-claude-move,0.4.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.4.1,claude-code|deepseek-harness|dsh|dsh-plugin|migration|resume|session-import,"Four-source migration wizard for DeepSeek Harness: move Claude Code, Codex, OpenCode and Hermes sessions, memories, skills, instructions and slash commands into DSH (/move wizard + resumable sessions, approval-gated, idempotent)."
PerryLink/dsh-doublecheck,https://github.com/PerryLink/dsh-doublecheck,15,0,2026-08-14T03:33:58Z,2026-09-04T14:02:38Z,Apache-2.0,dsh-doublecheck,0.9.5,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,true,0.9.5,deepseek-harness|delivery-gate|dsh|dsh-plugin|engineering-discipline|guard|quality-gate|requirements|skill,"Double-check before you ship: grill the requirements, test the implementation, prove the delivery. An engineering-discipline bundle for DeepSeek Harness."
SeverusZh/dsh-plugin-subagent-director,https://github.com/SeverusZh/dsh-plugin-subagent-director,15,6,2026-08-14T12:05:44Z,2026-09-04T08:00:34Z,MIT,dsh-plugin-subagent-director,0.5.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.5.0,dsh|dsh-plugin|plugin|subagent,Subagent Director: per-subagent LLM provider/model selection with role templates for DeepSeek Harness (dsh plugin)
DingTalk-Real-AI/dsh-dingtalk,https://github.com/DingTalk-Real-AI/dsh-dingtalk,15,2,2026-08-20T11:59:51Z,2026-09-04T10:24:06Z,MIT,@dingtalk-real-ai/dsh-dingtalk,0.0.0-development,topic:dsh-plugin,false,false,true,true,true,false,true,,true,true,true,false,,dsh-plugin,Official DingTalk connector for DeepSeek Harness
AgentConnect/dsh-awiki,https://github.com/AgentConnect/dsh-awiki,15,1,2026-08-14T17:35:04Z,2026-09-04T16:58:57Z,MIT,@awiki/dsh-plugin,0.3.7,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,false,,dsh-plugin,AWiki identity and messaging plugin for DeepSeek Harness
cyanfish-x/dsh-live2d-pets,https://github.com/cyanfish-x/dsh-live2d-pets,15,2,2026-08-14T10:02:23Z,2026-08-16T15:23:12Z,,dsh-live2d-pets,0.2.2,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.2.2,cubism|deepseek-harness|desktop-pet|dsh|dsh-plugin|live2d|mascot|plugin|webgl,Live2D 桌宠插件 for DeepSeek Harness：Agent 状态镜像 + 互动陪伴，内置宽松许可预设模型 / Live2D pet plugin: agent state mirror + interactive companion with curated permissive-license presets
sikadi233-hub/minecraft-dev,https://github.com/sikadi233-hub/minecraft-dev,14,1,2026-08-16T15:12:29Z,2026-08-31T22:07:22Z,MIT,minecraft-dev,0.7.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.7.0,cordis-plugin|deepseek|deepseek-harness|dsh|dsh-plugin|minecraft|minecraft-mods,"Minecraft development plugin for DeepSeek Harness: skills & tools for Paper/Spigot plugins and Fabric/Forge/NeoForge mods, MC 1.7.10-26.x"
freehul/sgme,https://github.com/freehul/sgme,14,0,2026-08-11T07:10:05Z,2026-09-04T12:44:57Z,MIT,dsh-sgme,0.1.1,topic:dsh-plugin,false,false,false,true,true,false,false,,true,true,true,true,0.3.1,agent-memory|ai-agent|deepseek-harness|dsh-plugin|knowledge-graph|llm|memory|memory-engine|memory-management|personal-assistant|python|rag,"SGME 拾光记忆引擎——AI 无缝切换：记忆、WIKI 知识库、技能库全面接管。换模型不失忆，多智能体共享同一大脑。ShiGuang Memory Engine · seamless AI switching, memory/wiki/skills fully managed."
TsFreddie/dsh-compaction-instant,https://github.com/TsFreddie/dsh-compaction-instant,14,3,2026-08-14T00:15:52Z,2026-09-02T14:15:59Z,MIT,dsh-compaction-instant,0.1.4,topic:dsh-plugin,false,false,true,true,true,true,false,web,true,true,true,true,0.1.4,agent|compaction|context-compression|cordis|dsh|dsh-plugin|llm|plugin,LLM-free lossless* compaction engine for DeepSeek Harness
Mr-remon219/dsh-search-boost,https://github.com/Mr-remon219/dsh-search-boost,14,0,2026-08-15T05:56:33Z,2026-08-18T04:23:29Z,MIT,dsh-search-boost,0.1.3,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.3,deepseek-harness|dsh-plugin|web-search,The plunge for dsh to boost model's search ability.
timeance/dsh-approve-for-me,https://github.com/timeance/dsh-approve-for-me,14,1,2026-08-14T16:30:21Z,2026-09-04T02:50:26Z,MIT,dsh-approve-for-me,0.3.0,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.2.4,cordis|deepseek-harness|dsh|dsh-plugin,"DeepSeek Harness plugin for rule-gated automatic sandbox approval with optional LLM review, one-time grants, fixed high-risk checks, and native human fallback."
linyp/dsh-plugin-langfuse,https://github.com/linyp/dsh-plugin-langfuse,14,1,2026-08-14T04:28:21Z,2026-09-03T10:21:16Z,MIT,dsh-plugin-langfuse,0.5.2,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.5.2,agent-tracing|deepseek-harness|dsh-plugin|langfuse|llm-observability|opentelemetry,Langfuse observability for DeepSeek Harness (dsh): exports agent sessions as OpenTelemetry trace trees (GenAI semconv) to Langfuse's OTLP endpoint
ai-daming/clickvibe,https://github.com/ai-daming/clickvibe,14,0,2026-08-21T02:52:27Z,2026-09-04T02:42:57Z,,clickvibe,0.1.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,false,,dsh-plugin,
sjh9714/dsh-movein,https://github.com/sjh9714/dsh-movein,14,1,2026-08-15T03:14:39Z,2026-09-05T03:33:17Z,MIT,dsh-movein,0.13.8,topic:dsh-plugin,false,true,true,true,false,false,false,web,true,true,false,true,0.13.8,agent-migration|claude-code|codex|configuration-migration|deepseek-harness|developer-tools|dsh|dsh-plugin|import|jsonc|mcp|migration|opencode|skills,Try DeepSeek Harness with your existing Claude Code setup. Preview skills and configuration before applying. Codex and OpenCode supported.
TiantianFlow/dsh-one-gateway,https://github.com/TiantianFlow/dsh-one-gateway,14,1,2026-08-16T16:34:09Z,2026-08-26T03:27:04Z,MIT,dsh-one-gateway,0.1.0,topic:dsh-plugin,false,false,true,true,true,false,false,,true,true,true,false,,deepseek-harness|dsh|dsh-plugin|remote-access|security|tailscale|tailscale-serve|websocket,"Private DSH One Gateway — loopback, identity-first ingress for DeepSeek Harness"
omdsh-dev/dsh-sidechain,https://github.com/omdsh-dev/dsh-sidechain,14,5,2026-08-07T13:21:02Z,2026-08-31T06:29:36Z,BSD-3-Clause,@dsh-external/dsh-sidechain,0.6.7,topic:dsh-plugin,false,false,true,true,false,false,true,web,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|plugin|side-conversation|sidechain,DSH 侧会话插件：/side 持续性侧会话（Codex 风格）与 /btw 一次性侧问（Claude 风格）——在临时 fork 中运行、不写入主会话历史；Web UI 右侧链面板内嵌对话，主会话保持不变
Jiao-XXX/dsh-auto-approve,https://github.com/Jiao-XXX/dsh-auto-approve,14,1,2026-08-14T10:21:45Z,2026-09-02T08:18:30Z,MIT,dsh-auto-approve,0.6.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.6.0,dsh-plugin,为 DeepSeek Harness 增加介于 Workspace Write 与 Full access 之间的自动批准权限档，危险或不确定操作仍转人工审批。An auto-approval permission preset between workspace-write and full access for DeepSeek Harness.
Clizo1209/dsh-playwright-browser,https://github.com/Clizo1209/dsh-playwright-browser,14,1,2026-08-14T04:27:16Z,2026-08-14T05:51:22Z,MIT,dsh-playwright-browser,0.1.3,topic:dsh-plugin,false,false,true,true,true,false,true,,true,true,true,true,0.1.3,ai-agent|browser-automation|deepseek-harness|deepseek-harness-plugin|dsh|dsh-plugin|playwright|web-automation,Playwright browser automation for DeepSeek Harness｜面向 DeepSeek Harness 的 Playwright 浏览器自动化插件
xingyingyuzhui/dsh-liquid-glass,https://github.com/xingyingyuzhui/dsh-liquid-glass,14,2,2026-08-15T06:13:24Z,2026-08-15T06:36:12Z,MIT,dsh-liquid-glass,0.12.82,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.1.0,deepseek-harness|dsh|dsh-plugin,Wallpaper plus optional Liquid Glass overlay for DeepSeek Harness Web UI
aa2246740/dsh-watcher,https://github.com/aa2246740/dsh-watcher,14,0,2026-08-20T12:08:49Z,2026-09-04T05:20:59Z,MIT,dsh-watcher,0.3.0,topic:dsh-plugin,false,true,true,true,false,true,false,web,true,true,false,false,,agent-observability|deepseek-harness|dsh|dsh-plugin|plugin,Read-only Agent work-path observer for DeepSeek Harness
Xilin3/dsh-prompt-persona,https://github.com/Xilin3/dsh-prompt-persona,14,3,2026-08-13T15:36:14Z,2026-08-13T15:42:36Z,MIT,@xilin3/dsh-prompt-persona,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,false,,dsh-plugin,"DSH plugin: edit the system prompt (deployment persona) from the Settings page, with live preview."
liqichen/dsh-plugin-manager,https://github.com/liqichen/dsh-plugin-manager,14,3,2026-08-14T17:02:26Z,2026-08-14T17:30:27Z,MIT,dsh-plugin-manager,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.1.0,dsh-plugin,"DSH 插件管理器:在 DeepSeek Harness 设置面板内嵌 GUI,管理 MCP 服务 / Skills / 内置插件包,改动热生效无需重启"
detongz/dsh-client-ui-obsidian-memory,https://github.com/detongz/dsh-client-ui-obsidian-memory,14,0,2026-08-16T10:30:25Z,2026-08-17T10:28:32Z,MIT,dsh-client-ui-obsidian-memory,0.3.2,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.3.2,dsh-plugin|dsh-plugins,deepseek harness plugin obsidian memory
moon09300731/dsh-approval-gate,https://github.com/moon09300731/dsh-approval-gate,15,1,2026-08-14T07:29:27Z,2026-08-20T06:16:50Z,MIT,dsh-approval-gate,0.5.2,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.5.0,deepseek-harness|dsh-plugin,DeepSeek Harness 自动审批门控：Flash 预判不可回补操作，安全自动批准、危险转人工（fail-safe）
Imzl-zl/dsh-mcp-manager-ui,https://github.com/Imzl-zl/dsh-mcp-manager-ui,14,0,2026-08-16T13:17:40Z,2026-09-02T06:34:36Z,MIT,dsh-mcp-manager-ui,1.1.8,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,false,,cordis|deepseek-harness|dsh|dsh-plugin|mcp,"MCP server management UI for DeepSeek Harness Web — floating panel, JSON import, and profile-backed persistence."
tomowang/dsh-tui,https://github.com/tomowang/dsh-tui,14,3,2026-08-14T12:41:56Z,2026-08-31T16:42:51Z,MIT,@tomowang/dsh-tui,0.8.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,deepseek-harness|deepseek-harness-plugin|dsh-plugin|tui,An open-source terminal front door for DeepSeek Harness (dsh).
suntianc/dsh-codex-auth,https://github.com/suntianc/dsh-codex-auth,14,6,2026-08-14T01:50:02Z,2026-09-03T08:11:39Z,MIT,dsh-codex-auth,0.3.3-alpha.5,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.3.2,chatgpt|codex|deepseek-harness|dsh-plugin|oauth,DeepSeek Harness plugin that reuses the local Codex CLI ChatGPT login and adds a native GPT Auth settings card
